median_income,house_age,avg_rooms,avg_bedrooms,population,latitude,longitude,price
5.993428306022466,30,3.2002104167306022,1.8714034776967843,2242,41.11235415447693,-118.23560141357213,3.0033751264935082
4.72347139765763,31,4.56161717683424,1.1932920736737571,3998,41.33135868406219,-115.25913287472562,1.1463262148198974
6.295377076201385,38,5.2296529894014885,2.458284090322151,2172,36.975751441541355,-116.78978960697249,2.3828445271967906
8.046059712816051,11,6.527235871473128,3.028635932497005,1395,32.06495015999256,-117.57115985008747,4.595293110023576
4.531693250553328,35,5.021366246020568,1.563102689379405,1038,33.09782953670405,-118.3487732901695,1.0628066614533194
4.531726086101639,8,2.635472436650846,2.4813401174431498,861,37.73027960231722,-116.77029475557025,2.0191828927755484
8.158425631014783,3,5.530321794798015,1.5790031101191997,4849,32.23776702301886,-119.8034615732899,4.39437874813506
6.534869458305818,14,4.61610415749537,2.0663939075385325,1769,35.969119239866956,-123.03423419294336,3.1689263178021525
4.061051228130096,13,7.0556145409757995,2.7540061368948883,3962,35.033699455720125,-123.60013871202159,1.7866426043985069
6.085120087171929,45,7.144186703066012,1.7397805073039445,2785,39.143482754022045,-119.20976268390827,2.4210065514522765
4.0731646143750755,32,7.19668146840095,1.9926567928040633,3999,32.55578672947935,-118.00708417779859,2.324792617354647
4.068540492859486,34,4.157618096940081,1.0992485017459617,2031,36.88731268977288,-123.21150969429375,2.5841707515133723
5.483924543132068,45,7.984782610006336,1.6678978280268844,4039,37.791142698756055,-121.13096451087898,2.508234873363467
1.1734395106844042,19,5.52641375734356,1.0468638389996472,1226,38.17291076052618,-120.77967794024514,-0.296081358848043
1.5501643349739345,38,7.439570608502949,2.214589059937499,3397,36.05157672016941,-118.37204464791749,0.8732403668925593
3.8754249415180544,16,4.24607057925236,2.4158187794757886,4770,35.04367783429551,-121.2151754395721,1.6056277714064302
2.9743377593311524,2,4.55210489358556,1.8891825567145977,1303,38.824930337371484,-123.04351400443993,1.2895179429049057
5.628494665190548,40,5.411041029008128,2.1429434836283963,4235,40.47569048102495,-122.3514325905345,1.943464909783505
3.1839518489575784,17,5.22781641442091,1.8371347723747764,3872,38.93617637782879,-122.26052198395807,1.2022626420099392
2.175392597329417,34,6.882217915203754,2.3702726829372183,619,41.321023654572215,-115.57305055777239,0.35954428879616074
7.931297537843108,42,4.651806022177318,2.0647309675625993,2383,39.17263525357927,-121.15680313021709,3.4401449825861024
4.548447399026928,16,6.746922485465534,1.0071683220982204,4658,39.64618734013618,-116.85308266085244,3.3100893477149302
5.1350564093758475,38,6.09835176069898,2.46999040904641,582,33.67903196602089,-118.32161253660695,1.8386678352564023
2.1505036275730864,2,4.679911672089277,1.8052286027084232,2577,36.19539644526712,-114.22961246383558,2.273066493574223
3.9112345509496347,2,5.98201492622347,1.3648102643957978,3193,36.85055330955965,-121.27177331119798,2.4582271068352353
5.2218451794197325,26,4.290102429750426,1.7805330138279984,442,34.562931622946074,-122.416269794708,2.451384188456867
2.6980128451553944,13,8.525308700008583,1.0489651757267802,1562,37.28539860356288,-123.4796216230544,1.7024573350454837
5.751396036691344,47,1.0035015183883296,1.3750553443804785,1302,34.90791944221847,-121.5904033771872,1.5678760864518106
3.79872262016239,31,6.009414806742559,2.0714748050576945,1721,38.87502092804416,-117.15929113584608,1.9401790916727082
4.416612500413446,34,2.3531061360844294,2.1133558431702832,2498,36.70288476703176,-123.14741775363139,1.89970638741307
3.796586775541206,39,4.661514945172897,2.153219417127584,3696,36.588069542690356,-121.55298154850341,0.18707342513361458
8.704556369017876,3,4.871587865793131,2.0016049338817488,3635,41.83642531032812,-115.44691631815988,5.869206140672075
4.973005550524132,8,7.261450338370526,1.6535674382639942,2977,35.92444848542571,-118.1704705063548,1.9983046262243909
2.8845781420881993,23,3.961771681884665,1.9727704302697173,2490,35.622954325895684,-123.30478459746804,0.9928018378801731
6.645089824206378,14,6.962017873492667,1.7813962765260574,3451,35.186043712826546,-123.52316855750237,2.287052769789241
2.5583127000579555,27,3.231775039662805,1.187109200962408,3013,40.94749220975798,-123.38877124674234,0.77772922981248
5.4177271900095105,29,7.020004585632298,1.613792504494706,1289,36.96723826098178,-114.58124949852747,2.5356821156392297
1.0806597522404489,39,4.288481837144791,2.4447706155845124,2440,38.00014477480636,-115.50128571438945,-0.18866862406497126
2.343627902203139,39,5.110151778861678,2.794147076027472,3680,33.80818479002395,-115.55059957981226,0.8709959649346127
5.393722471738247,1,4.4954320053343935,2.325637522059344,1703,37.409423600049266,-114.75783237756454,2.9193485750556984
6.476933159990821,17,6.923545211173406,2.771848880496207,3397,34.74648192868489,-118.9474460974909,3.690180500860887
5.342736562379941,41,6.631609764850621,2.0426943050674793,697,39.30636921262877,-121.52655328856656,1.8610138845679454
4.768703435223519,30,5.665252580876787,2.8711880423512697,744,40.32528348792382,-119.98651995761482,2.352368614116466
4.3977926088214225,13,3.272197423119839,3.02724422016429,4643,39.148106921312774,-116.81135927116189,1.7181255716448713
2.0429560192651453,21,3.927467197954636,1.1332652509819061,3002,39.30244166270258,-115.23967128478735,0.6589550061614226
3.5603115832105825,19,3.4571352117408116,2.1107466535664163,863,37.12474704119517,-119.64909073300475,1.8378936373696306
4.078722458080425,19,1.6277856698117548,2.043215094543771,4930,39.121180563341355,-118.64619044617939,1.3234869303159429
7.114244452437831,25,6.89197715277507,1.7879480922079505,1742,36.226869355081604,-114.68217006723746,3.606637074457833
5.687236579136923,22,4.508264710485955,2.2459577690756936,2397,38.51489153529613,-122.9250136289057,2.1574720552953646
1.473919689274532,31,4.492259053561554,2.0205625343209386,4796,34.59039210120515,-115.37700783025876,0.8741418651663777
5.64816793878959,17,7.2441533501383395,1.6322755398039783,2272,32.6975701231201,-122.40692517748064,3.4591213209059393
