cycle,capacity,voltage,current,temperature,max_voltage,min_voltage,max_temperature,discharge_duration_s,num_points
1,1.0008252225031495,3.6370404002902745,-1.0994755094115798,25.0,4.019099235534668,2.6999855041503906,25.0,3276.995054438965,111
2,1.0007297695887845,3.6378602981567383,-1.0994868794003048,25.0,4.018937587738037,2.6999855041503906,25.0,3276.6501423252666,111
3,0.9944229125884478,3.6314546368338845,-1.099483152953061,25.0,4.0147271156311035,2.6999855041503906,25.0,3256.008263745658,110
4,1.0064787547868823,3.6451925422464098,-1.099474434341703,25.0,4.023309707641602,2.6999855041503906,25.0,3295.5141304718345,112
5,1.0082171599315812,3.6496399470738004,-1.0994744332773345,25.0,4.025738716125488,2.6998236179351807,25.0,3301.203842628718,112
6,1.0007828531372907,3.640051489477759,-1.0994755083376222,25.0,4.025738716125488,2.6999855041503906,25.0,3276.854806779229,111
7,0.9938043153752757,3.631874177672646,-1.099484796957536,25.0,4.014079570770264,2.6998236179351807,25.0,3253.976742541199,110
8,0.9958361272507302,3.629012264646925,-1.0994998699909933,25.0,4.014889240264893,2.6996617317199707,25.0,3260.5867879414436,111
9,0.9925493807921572,3.6301768324591897,-1.0994962659749117,25.0,4.014079570770264,2.6998236179351807,25.0,3249.835973198875,110
10,0.9936633689010738,3.633864500305869,-1.099481515450911,25.0,4.014565467834473,2.6999855041503906,25.0,3253.5239718909725,110
11,0.9978607777584636,3.6367778026305877,-1.0994738834398288,25.0,4.015536785125732,2.6998236179351807,25.0,3267.292500626965,111
12,1.0023595731263144,3.6476302855723612,-1.0994917530197281,25.0,4.022823810577393,2.6998236179351807,25.0,3281.967060375726,111
13,1.00398309589355,3.6429471586431776,-1.0994792633822985,25.0,4.0247673988342285,2.6994998455047607,25.0,3287.3277249291423,112
14,0.9913251306412894,3.629598277265375,-1.0994929920543324,25.0,4.015050888061523,2.6999855041503906,25.0,3245.8366601231683,110
15,0.9908512083895415,3.628888730569319,-1.0994700453498147,25.0,4.014079570770264,2.6998236179351807,25.0,3244.35224110994,110
16,0.9930724421853212,3.634894988753579,-1.0994995485652577,25.0,4.0152130126953125,2.6998236179351807,25.0,3251.540061044303,110
17,0.9902591813089834,3.6294908025047996,-1.0993848226287148,25.0,4.015860557556152,2.6998236179351807,25.0,3242.6649503977387,110
18,0.9905030803232756,3.630421194163236,-1.0993913737210361,25.0,4.0156989097595215,2.6996617317199707,25.0,3243.44620750568,110
19,1.0011585993749532,3.648034402916023,-1.0993845527236525,25.0,4.0239577293396,2.6999855041503906,25.0,3278.3581481656,111
20,1.0032955475834622,3.6445520413773402,-1.0993778567228998,25.0,4.026872158050537,2.6998236179351807,25.0,3285.3754836696025,112
21,0.9924896651114056,3.634709509936246,-1.0993880954655735,25.0,4.018451690673828,2.6998236179351807,25.0,3249.962802283815,110
22,0.9892713274847698,3.6269749533046376,-1.0994110443375327,25.0,4.013755798339844,2.6999855041503906,25.0,3239.3517853680823,110
23,0.9887057314633271,3.6262491876428777,-1.0994274345311252,25.0,4.015050888061523,2.6999855041503906,25.0,3237.4462363796774,110
