cycle,capacity,voltage,current,temperature,max_voltage,min_voltage,max_temperature,discharge_duration_s,num_points
1,1.0031406216136043,3.6469181314245,-1.0998242492074366,25.0,4.023437023162842,2.6995489597320557,25.0,3283.5264706937724,111
2,1.002173082547428,3.645762544494491,-1.0998226200138126,25.0,4.022950649261475,2.699873447418213,25.0,3280.3689117809445,111
3,0.9965722498751325,3.632811518402787,-1.0998047106974833,25.0,4.0185723304748535,2.699873447418213,25.0,3262.086138846964,111
4,1.0062779346927846,3.649065136909485,-1.099772340485028,25.0,4.027004718780518,2.6997110843658447,25.0,3293.9517634985023,112
5,1.0082066916914074,3.6541486212185452,-1.0997449085116386,25.0,4.030085563659668,2.699873447418213,25.0,3300.3443207548844,112
6,1.0015577945907836,3.6467413558616295,-1.0997819180961128,25.0,4.02976131439209,2.6995489597320557,25.0,3278.4799909288995,111
7,0.9954215082426249,3.631831257192938,-1.0998356460451006,25.0,4.017923831939697,2.6997110843658447,25.0,3258.226914825078,111
8,0.9973526830198076,3.637290688248368,-1.0998209940420616,25.0,4.019058704376221,2.699873447418213,25.0,3264.5868834251596,111
9,0.9944298584156829,3.6387719067660247,-1.0998179587450894,25.0,4.017761707305908,2.6995489597320557,25.0,3255.0393096321204,110
10,0.9952567007046906,3.6332234949678988,-1.0998226200138126,25.0,4.018248081207275,2.6995489597320557,25.0,3257.7271169075975,111
11,0.9983638605331838,3.64177131223249,-1.09977540454349,25.0,4.0185723304748535,2.6997110843658447,25.0,3268.0425185370405,111
12,1.0025204889318267,3.652056187122792,-1.0997623838819899,25.0,4.026356220245361,2.6993868350982666,25.0,3281.6856219270558,111
13,1.0040436705651434,3.647155401962144,-1.0997578161103385,25.0,4.028139591217041,2.6995489597320557,25.0,3286.6871441409457,112
14,0.9928793846595931,3.637417110529813,-1.0997916709293019,25.0,4.0184102058410645,2.6995489597320557,25.0,3250.039781119791,110
15,0.9924642334841485,3.6369232524525037,-1.0998228864236312,25.0,4.017436981201172,2.699873447418213,25.0,3248.5864019066794,110
16,0.9945820755048931,3.642567940191789,-1.0998048142953352,25.0,4.018734455108643,2.699873447418213,25.0,3255.5718175638467,110
17,0.992536857698671,3.63886182308197,-1.0996602481061761,25.0,4.018734455108643,2.6995489597320557,25.0,3249.306238208839,110
18,0.9920721816752662,3.638484432480552,-1.0996553247625178,25.0,4.018734455108643,2.6995489597320557,25.0,3247.805670200236,110
19,1.0013253994423754,3.652623006889412,-1.099645167857677,25.0,4.0268425941467285,2.6995489597320557,25.0,3278.123720247473,111
20,1.002669476454373,3.647284243788038,-1.0996110002909387,25.0,4.02976131439209,2.699873447418213,25.0,3282.6255539269187,112
21,0.9931553422950714,3.6412279215725984,-1.0996618975292554,25.0,4.022140026092529,2.699873447418213,25.0,3251.3222893776547,110
22,0.9899391009134959,3.634007302197543,-1.0996651801196011,25.0,4.017112731933594,2.699873447418213,25.0,3240.7892221464135,110
23,0.9889470433826248,3.6326112400401724,-1.099706244468689,25.0,4.017923831939697,2.6997110843658447,25.0,3237.4150307255914,110
24,0.9905649792148798,3.636680011315779,-1.099684889750047,25.0,4.016626358032227,2.6995489597320557,25.0,3242.7747489116737,110
25,0.9989535908613644,3.6383951354671167,-1.0997135392180435,25.0,4.0122480392456055,2.6995489597320557,25.0,3270.153678704228,111
26,0.9915363584240608,3.633298217166554,-1.0997341708703474,25.0,4.0143561363220215,2.6997110843658447,25.0,3245.8092783102766,110
27,1.0008561212879332,3.6498604100029746,-1.0996793583706692,25.0,4.022464275360107,2.6995489597320557,25.0,3276.4834584176424,111
28,1.0028226320729041,3.645862430334091,-1.0996658472078187,25.0,4.026031494140625,2.6997110843658447,25.0,3282.9713848982356,112
29,0.9998742220120203,3.649169397783709,-1.0996809789726325,25.0,4.027166843414307,2.6997110843658447,25.0,3273.267791754799,111
30,0.9894309192974896,3.629239752075889,-1.09971774708141,25.0,4.013707637786865,2.6995489597320557,25.0,3238.9666193066514,110
31,0.989412496471289,3.6299355593594638,-1.0997078895568848,25.0,4.013545036315918,2.6995489597320557,25.0,3238.935187790543,110
32,0.987245982295838,3.625760620290583,-1.0997161041606556,25.0,4.012896537780762,2.6997110843658447,25.0,3231.825844392588,110
33,0.8343597830146071,3.622220886790234,-1.099702960771063,25.0,3.916248321533203,3.222358465194702,25.0,2731.3671176896896,92
34,0.9922671845376505,3.6323620839552446,-1.0998064572160895,25.0,4.0145182609558105,2.6993868350982666,25.0,3247.9947142609744,110
35,0.9910882356780866,3.6309424378655173,-1.0997883861715143,25.0,4.012896537780762,2.699873447418213,25.0,3244.179793048359,110
36,0.8639348673032166,3.5957694351673126,-1.0997914311786492,25.0,3.9173834323883057,2.699873447418213,25.0,2827.954565121152,96
37,0.9988364849428695,3.6434966658686734,-1.0997770348110714,25.0,4.021815299987793,2.6993868350982666,25.0,3269.59062238381,111
38,1.0014403375749097,3.6502168779974586,-1.0997591244207847,25.0,4.026194095611572,2.6993868350982666,25.0,3278.156214960967,111
39,0.9999158748481202,3.649333010922681,-1.0997672660930737,25.0,4.027653217315674,2.6997110843658447,25.0,3273.1410489342525,111
40,0.9878273119481564,3.625986194610596,-1.09977852973071,25.0,4.0145182609558105,2.6995489597320557,25.0,3233.541330376116,110
41,0.9880472103194401,3.6280073122544723,-1.0997883861715143,25.0,4.013869762420654,2.6995489597320557,25.0,3234.2290775536676,110
42,0.986019798455922,3.6328089499692306,-1.0997817111671517,25.0,4.013869762420654,2.6992247104644775,25.0,3227.6195860224543,109
43,0.9851288638991933,3.631568193435669,-1.099786681866427,25.0,4.013707637786865,2.699873447418213,25.0,3224.682339670544,109
44,0.9856074007239959,3.6307306049066947,-1.0997618130587656,25.0,4.009653568267822,2.6993868350982666,25.0,3226.3228690144606,109
45,0.9926652854913295,3.6439890774813564,-1.099744031646035,25.0,4.0205183029174805,2.699873447418213,25.0,3249.4833048216533,110
46,0.9937916411296845,3.6471040660684757,-1.0997144612399015,25.0,4.022302150726318,2.699873447418213,25.0,3253.2497285178397,110
47,0.8596235259798859,3.592264381547769,-1.099748134613037,25.0,3.919977903366089,2.699873447418213,25.0,2813.9548930356978,96
48,0.9787607439510772,3.620582849607555,-1.0997667870390306,25.0,4.0101399421691895,2.6997110843658447,25.0,3203.900100219762,109
49,0.9794125344292792,3.62441225226866,-1.0997303144647441,25.0,4.012085914611816,2.699873447418213,25.0,3206.134977041045,109
50,0.9800135866544172,3.6259118613846804,-1.099740262425274,25.0,4.012085914611816,2.6995489597320557,25.0,3208.0733303589514,109
51,0.978042650301099,3.6216927055918844,-1.0997584981655857,25.0,4.011599540710449,2.6997110843658447,25.0,3201.5725145710167,109
52,0.9844978011937988,3.638567915750206,-1.0997203697852038,25.0,4.015815734863281,2.699873447418213,25.0,3222.810121315997,109
53,0.9874798908208078,3.6377797603607176,-1.0997029586271807,25.0,4.021004676818848,2.6995489597320557,25.0,3232.624246215215,110
54,0.9884274407467146,3.6406426538120615,-1.099712815067985,25.0,4.022302150726318,2.6995489597320557,25.0,3235.7030370595166,110
55,0.9887877912781774,3.6418765609914607,-1.0997276024384932,25.0,4.023274898529053,2.699873447418213,25.0,3236.844144364819,110
56,0.9892516518141262,3.6432667385448108,-1.0997128129005431,25.0,4.023923397064209,2.699873447418213,25.0,3238.3914394748863,110
57,0.9900619373952655,3.645681461420926,-1.0996914646842264,25.0,4.025058746337891,2.699873447418213,25.0,3241.110724559985,110
58,0.9902688648253853,3.646543860435486,-1.099714457988739,25.0,4.025869369506836,2.6997110843658447,25.0,3241.7207905676914,110
59,0.9908200943266801,3.648221503604542,-1.0996996738693932,25.0,4.02651834487915,2.6997110843658447,25.0,3243.5649171434343,110
60,0.9909460516319443,3.6488332856785166,-1.0997013178738682,25.0,4.027328968048096,2.6995489597320557,25.0,3243.971373076085,110
61,0.9911048682017707,3.6493772680109196,-1.0997029597109014,25.0,4.027491092681885,2.6997110843658447,25.0,3244.4873665813357,110
62,0.9906757808448781,3.648764005574313,-1.0996947472745722,25.0,4.027491092681885,2.699873447418213,25.0,3243.1143996410538,110
63,0.9904816768530003,3.6486342733556576,-1.099684889750047,25.0,4.027491092681885,2.6997110843658447,25.0,3242.5055148967076,110
64,0.991658851772138,3.651834761012684,-1.0996947440234097,25.0,4.029274940490723,2.6997110843658447,25.0,3246.332337064552,110
65,0.9908987290900722,3.6500819422981956,-1.0997062466361307,25.0,4.028464317321777,2.699873447418213,25.0,3243.8032817968633,110
66,0.9913804937577287,3.6512259114872325,-1.0997111721472306,25.0,4.0289506912231445,2.6997110843658447,25.0,3245.377756826929,110
67,0.9916628817006032,3.6523743087595157,-1.099688172340393,25.0,4.02976131439209,2.699873447418213,25.0,3246.364705116255,110
68,0.9920637761341413,3.6534327962181785,-1.0996980331160806,25.0,4.030572414398193,2.699873447418213,25.0,3247.64643999876,110
69,0.8785993574959913,3.6176821115065594,-1.0996900553605995,25.0,3.94089674949646,2.699873447418213,25.0,2876.2292106112,98
70,0.9773908772734278,3.627759614122023,-1.0997601572526705,25.0,4.0184102058410645,2.6995489597320557,25.0,3199.4345593935577,109
71,0.974903293449028,3.630397723780738,-1.099751482407252,25.0,4.0145182609558105,2.699873447418213,25.0,3191.3092065696837,108
72,0.977345248611494,3.6291030284461625,-1.0997568412658272,25.0,4.015653610229492,2.6995489597320557,25.0,3199.2940637144493,109
73,0.9736499057089703,3.6299622743218034,-1.0997163421577878,25.0,4.015491008758545,2.6997110843658447,25.0,3187.3093878047075,108
74,0.9710789277945758,3.624445784974981,-1.0997749081364385,25.0,4.012734413146973,2.6997110843658447,25.0,3178.730707549257,108
75,0.9815347044926198,3.6416549507631073,-1.0996838939299278,25.0,4.021815299987793,2.6997110843658447,25.0,3213.2197900147876,109
76,0.9838924241827117,3.6474406937940405,-1.0996971600646273,25.0,4.02522087097168,2.699873447418213,25.0,3220.892707365565,109
77,0.9777753169575035,3.632680993561351,-1.0997269973842376,25.0,4.025382995605469,2.699873447418213,25.0,3200.7823149397736,109
