cycle,capacity,voltage,current,temperature,max_voltage,min_voltage,max_temperature,discharge_duration_s,num_points
1,1.0372500974133005,3.643319785076639,-1.099930018964021,25.0,4.025924205780029,2.699693441390991,25.0,3394.8511587620615,115
2,1.0422941899969071,3.648920618254563,-1.0999720189078102,25.0,4.030135631561279,2.699855327606201,25.0,3411.230647190103,116
3,1.0448201321967456,3.656129783597486,-1.0999563377479027,25.0,4.034346580505371,2.699855327606201,25.0,3419.5458295796016,116
4,1.0405462842724318,3.655571941707445,-1.099971148242121,25.0,4.03418493270874,2.699531316757202,25.0,3405.512714846278,115
5,1.0328406073601615,3.635536647879559,-1.0999474193738854,25.0,4.022037029266357,2.699855327606201,25.0,3380.365895787174,115
6,1.0324583702769403,3.636136656222136,-1.0999300179274185,25.0,4.023170471191406,2.699693441390991,25.0,3379.1635186688945,115
7,1.03170943913726,3.6422155844537834,-1.099927172326205,25.0,4.021551132202148,2.699855327606201,25.0,3376.725717266585,114
8,1.0243946278497433,3.6318408167153073,-1.0999463211026108,25.0,4.0147480964660645,2.699855327606201,25.0,3352.730047827863,114
9,1.021606885008594,3.6334791331164604,-1.0999242774153177,25.0,4.0137763023376465,2.699855327606201,25.0,3343.6665815305896,113
10,1.0305283030725085,3.650335510571798,-1.0999479168339779,25.0,4.024628162384033,2.699531316757202,25.0,3372.7967870515713,114
11,1.0323378460138035,3.6461254161337147,-1.0999521639036096,25.0,4.027705669403076,2.699855327606201,25.0,3378.7041343079763,115
12,1.0274125411954895,3.6400886355784903,-1.0999463211026108,25.0,4.025276184082031,2.699855327606201,25.0,3362.606408296153,114
13,1.0215255510043129,3.6320357196098936,-1.0999146193529652,25.0,4.0139384269714355,2.699855327606201,25.0,3343.4329832803924,113
14,1.0218084166595527,3.634026704636295,-1.0999210587644999,25.0,4.0147480964660645,2.699855327606201,25.0,3344.339183429518,113
15,1.0224617852943134,3.6367056897256225,-1.0999113985922484,25.0,4.014100074768066,2.699855327606201,25.0,3346.510964929301,113
16,1.0217758097327962,3.637102738945885,-1.100019262955252,25.0,4.0139384269714355,2.699531316757202,25.0,3343.931010961067,113
17,1.0201414278432468,3.633066327170988,-1.0999983348677644,25.0,4.012966156005859,2.699693441390991,25.0,3338.649263967469,113
18,1.0204475308040208,3.6344724777525506,-1.100009605947849,25.0,4.013614177703857,2.699855327606201,25.0,3339.618132927135,113
19,1.027513226630356,3.646658462390565,-1.1000085567173206,25.0,4.020740985870361,2.699531316757202,25.0,3362.745341897913,114
20,1.0306173568540502,3.654410406162864,-1.1000069651687354,25.0,4.026247978210449,2.699855327606201,25.0,3372.904768635257,114
21,1.0302276655885447,3.6549076783029655,-1.1000213277967352,25.0,4.028191566467285,2.699693441390991,25.0,3371.5908712488017,114
22,1.0203823106077503,3.634363545780688,-1.0999854549897456,25.0,4.015071868896484,2.699855327606201,25.0,3339.4769823261304,113
23,1.0213470784110577,3.637127101948831,-1.1000015535185823,25.0,4.0144243240356445,2.699855327606201,25.0,3342.5888777925284,113
24,1.019361600373741,3.632739510156412,-1.0999870648426293,25.0,4.014100074768066,2.699693441390991,25.0,3336.133478425734,113
25,1.0180435302151825,3.6303887620436406,-1.0999693543510098,25.0,4.013614177703857,2.699531316757202,25.0,3331.8679564825725,113
26,1.0205322425167394,3.63839564914197,-1.0999774057253273,25.0,4.0097270011901855,2.699693441390991,25.0,3339.9942900665337,113
27,1.025511948028658,3.644325486400671,-1.0999814303297746,25.0,4.021551132202148,2.699855327606201,25.0,3356.2785138425534,114
28,1.026534115316713,3.647404380011977,-1.1000069599402578,25.0,4.023818492889404,2.699531316757202,25.0,3359.545165914984,114
29,1.0155621841952507,3.625635666129863,-1.0999757969273931,25.0,4.0132904052734375,2.699531316757202,25.0,3323.7267818408436,113
30,1.0157977403118723,3.627704021150032,-1.0999806233211957,25.0,4.0111846923828125,2.699693441390991,25.0,3324.4922517570667,113
31,1.015421535969857,3.6275994018115827,-1.0999532547672237,25.0,4.011994361877441,2.699693441390991,25.0,3323.3360080372076,113
32,1.0154342887824996,3.629237750990201,-1.0999017394749464,25.0,4.012966156005859,2.699693441390991,25.0,3323.5397477388033,113
33,1.0150999364323776,3.6271880158280903,-1.0999113985922484,25.0,4.0106987953186035,2.699693441390991,25.0,3322.414786714711,113
34,1.02110710574424,3.6458406553859204,-1.099941985797038,25.0,4.020092964172363,2.699855327606201,25.0,3341.981742268603,113
35,1.0223167026396736,3.641104495316221,-1.099933556297369,25.0,4.022360801696777,2.699855327606201,25.0,3345.9667909215204,114
36,1.0228753473751218,3.6429544038939894,-1.0999287691032678,25.0,4.023656368255615,2.699693441390991,25.0,3347.811119676102,114
37,1.0232477035135346,3.644334021367525,-1.0999351520287364,25.0,4.024628162384033,2.699855327606201,25.0,3349.0146897429368,114
38,1.0236719274177326,3.6456880485802365,-1.0999463221483063,25.0,4.02543830871582,2.699693441390991,25.0,3350.358904800494,114
39,1.0240447944199185,3.6472807788012322,-1.0999351541201274,25.0,4.026410102844238,2.699531316757202,25.0,3351.6096200576867,114
40,1.0247445851380668,3.6493892648763824,-1.0999511082967122,25.0,4.027705669403076,2.699855327606201,25.0,3353.860488293867,114
41,1.024681868625823,3.6497728657304194,-1.0999590879992436,25.0,4.028191566467285,2.699369430541992,25.0,3353.626237032702,114
42,1.025045481959572,3.651062984215586,-1.0999558975822048,25.0,4.029163837432861,2.699855327606201,25.0,3354.8299080412253,114
43,1.024491947474733,3.650012997158787,-1.099971852804485,25.0,4.028677463531494,2.699855327606201,25.0,3352.970528415055,114
44,1.0241280984788093,3.6494986697247156,-1.0999622805076732,25.0,4.029163837432861,2.699855327606201,25.0,3351.813890155987,114
45,1.0252631919168502,3.6531487159561693,-1.0999798325070165,25.0,4.031107425689697,2.699693441390991,25.0,3355.4714223016053,114
46,1.0247297971323168,3.651747801847625,-1.09999579400347,25.0,4.03029727935791,2.699855327606201,25.0,3353.674501748639,114
47,1.0250596331562325,3.652942709755479,-1.0999686644788373,25.0,4.030783176422119,2.699855327606201,25.0,3354.831431994913,114
48,1.0251789598120145,3.6535195593248333,-1.0999734495815479,25.0,4.031593322753906,2.699693441390991,25.0,3355.207106942078,114
49,1.0256757654355082,3.6553069332189727,-1.0999702581188135,25.0,4.032240867614746,2.699369430541992,25.0,3356.8484713265207,114
50,1.0219729858712534,3.656549470614543,-1.0999774025604787,25.0,4.031754970550537,2.699855327606201,25.0,3344.7054111042526,113
51,1.0108546717658076,3.634950039642198,-1.0999456942081451,25.0,4.01701545715332,2.699855327606201,25.0,3308.4167175048497,112
52,1.0122735695275458,3.640137497867857,-1.0999213318739618,25.0,4.017339706420898,2.699855327606201,25.0,3313.136238317238,112
53,1.0102665220344178,3.6361734994820187,-1.0999278287802423,25.0,4.018149375915527,2.699531316757202,25.0,3306.5419225585647,112
54,1.008409599511382,3.6322326702731,-1.0999359488487244,25.0,4.016043663024902,2.699693441390991,25.0,3300.446108273696,112
55,1.0125258087036868,3.643298849463463,-1.0999603175691195,25.0,4.015071868896484,2.699855327606201,25.0,3313.841293370817,112
56,1.0174511668038524,3.648670150115427,-1.0999419868519875,25.0,4.026247978210449,2.699531316757202,25.0,3330.016197504243,113
57,1.0183005011643775,3.65090194001662,-1.0999774057253273,25.0,4.027705669403076,2.699855327606201,25.0,3332.686706113862,113
58,1.0065853596795304,3.629711960043226,-1.099922956100532,25.0,4.0168538093566895,2.699693441390991,25.0,3294.510606496129,112
59,1.0059995941093114,3.6291465035506656,-1.0999294519424438,25.0,4.0149102210998535,2.699693441390991,25.0,3292.571026872378,112
60,1.0062248617450988,3.6310482216732844,-1.0999294530068124,25.0,4.015557765960693,2.699855327606201,25.0,3293.307644490502,112
61,1.005907690555328,3.630711276616369,-1.0999343256865228,25.0,4.0153961181640625,2.699693441390991,25.0,3292.2610657042824,112
62,1.0031830736870622,3.6319691146816218,-1.099931441985809,25.0,4.0118327140808105,2.699693441390991,25.0,3283.3539180365624,111
63,1.0115268354944642,3.6466915884188245,-1.0999489426612854,25.0,4.022198677062988,2.699855327606201,25.0,3310.608375119511,112
64,1.012927370454979,3.6501016914844513,-1.100017165499074,25.0,4.023980617523193,2.699855327606201,25.0,3314.9842643219745,112
65,0.8841078323197735,3.6052981177154853,-1.0999888534448585,25.0,3.9267969131469727,2.699855327606201,25.0,2893.470505002071,98
66,1.0146846126941247,3.6259567421094507,-1.099937158348286,25.0,4.015071868896484,2.699855327606201,25.0,3320.9785752545577,113
67,1.0136699272529404,3.6329600917441502,-1.099918082356453,25.0,4.0142621994018555,2.699855327606201,25.0,3317.7123305923305,112
68,1.0188324993021238,3.6395194340596158,-1.0999403780540533,25.0,4.0168538093566895,2.699855327606201,25.0,3334.543436387321,113
69,1.0212039985369428,3.6459897218552313,-1.0999484252085727,25.0,4.022684574127197,2.699693441390991,25.0,3342.2787612315733,113
70,1.0216169464462492,3.6478674643862563,-1.0999452055028054,25.0,4.023980617523193,2.699693441390991,25.0,3343.6393000333337,113
71,1.008968917363621,3.625625044107437,-1.0998904715691293,25.0,4.011994361877441,2.699531316757202,25.0,3302.4157456413377,112
72,1.0088625649566159,3.627415412238666,-1.0999473194990839,25.0,4.011508464813232,2.699693441390991,25.0,3301.8845894361148,112
73,1.0077643811590211,3.6256684341600964,-1.0999684355088644,25.0,4.0111846923828125,2.699855327606201,25.0,3298.2281184158055,112
74,1.0070547259016922,3.625665532691138,-1.0999684387019701,25.0,4.0111846923828125,2.699693441390991,25.0,3295.9162426796975,112
75,1.0079875726603447,3.628018477133342,-1.0999002169285501,25.0,4.009241104125977,2.699693441390991,25.0,3299.1663966029882,112
76,1.0133303594428216,3.64361700628485,-1.0999343246221542,25.0,4.019607067108154,2.699855327606201,25.0,3316.5439896975877,112
77,1.0142845091453887,3.638471618162847,-1.0999339365326197,25.0,4.021389007568359,2.699855327606201,25.0,3319.669625102426,113
78,1.014597904643472,3.6401114126222325,-1.0999435977598206,25.0,4.022360801696777,2.699369430541992,25.0,3320.6701500688214,113
79,1.0147565175377964,3.6413154559852803,-1.0999242774153177,25.0,4.023332595825195,2.699693441390991,25.0,3321.248658429482,113
80,1.015443583297158,3.6437407447173533,-1.0999452065577549,25.0,4.024466514587402,2.699693441390991,25.0,3323.4366911400575,113
81,1.0154184130837847,3.6442725215337974,-1.0999596952337078,25.0,4.025276184082031,2.699693441390991,25.0,3323.3121114888927,113
82,1.0152694894905991,3.6444660330240706,-1.0999484273184716,25.0,4.025600433349609,2.699693441390991,25.0,3322.8594495668076,113
83,1.0149399809367412,3.644347064262998,-1.0999645258473083,25.0,4.025924205780029,2.699855327606201,25.0,3321.734672251041,113
84,1.014721114569698,3.6442897193199766,-1.099966137810091,25.0,4.026410102844238,2.699531316757202,25.0,3321.0005598721327,113
85,1.0143494342628252,3.6440589533442944,-1.0999242774153177,25.0,4.026247978210449,2.699693441390991,25.0,3319.922684759833,113
86,0.8943974504005551,3.6096208333969115,-1.0999650573730468,25.0,3.9350576400756836,2.699855327606201,25.0,2927.2093563806266,100
87,1.0138607082178481,3.6438582766372547,-1.0999645247923588,25.0,4.026895999908447,2.699855327606201,25.0,3318.203782922821,113
88,1.01388522465686,3.644367127291924,-1.0999661346452425,25.0,4.027219772338867,2.699693441390991,25.0,3318.267035473138,113
89,1.0138155955917116,3.6449404944360784,-1.099967746608025,25.0,4.027705669403076,2.699855327606201,25.0,3318.048695282312,113
90,0.894987132973789,3.611802599430084,-1.0999632394313812,25.0,3.9368393421173096,2.699531316757202,25.0,2929.1480171345174,100
91,1.0135226843006209,3.6450666136446253,-1.0999774036154282,25.0,4.028353691101074,2.699369430541992,25.0,3317.0493091754615,113
92,1.0132391284022708,3.645036528595781,-1.0999387660912707,25.0,4.028677463531494,2.699369430541992,25.0,3316.236620854819,113
93,1.0010120790473138,3.633728923024358,-1.0999117767488635,25.0,4.017501354217529,2.699693441390991,25.0,3276.307903890731,111
94,0.9980453990874558,3.6271566356624567,-1.0998921093640026,25.0,4.0139384269714355,2.699855327606201,25.0,3266.6511118237395,111
95,0.9971011686582226,3.625644892185658,-1.0999445528597445,25.0,4.0132904052734375,2.699693441390991,25.0,3263.4013278826606,111
96,0.9952518879889651,3.6305596243251452,-1.099946700442921,25.0,4.0123186111450195,2.699855327606201,25.0,3257.338631438557,110
97,0.9926675986033761,3.6251615090803666,-1.0999301606958563,25.0,4.0090789794921875,2.699693441390991,25.0,3248.9322148261126,110
98,1.0029591697601274,3.6434399759447254,-1.0999609414521638,25.0,4.019607067108154,2.699855327606201,25.0,3282.529571881285,111
99,1.0045478728759583,3.6389877817460468,-1.099968433380127,25.0,4.022846698760986,2.699855327606201,25.0,3287.702829121379,112
100,0.9972886160086785,3.6303099812688053,-1.0999265264820408,25.0,4.018797397613525,2.699531316757202,25.0,3264.0741756563075,111
101,0.9918305642605886,3.6258108615875244,-1.0999301606958563,25.0,4.0105366706848145,2.699693441390991,25.0,3246.1979726934806,110
102,0.9920316939188337,3.62815504507585,-1.0999202392318033,25.0,4.011508464813232,2.699855327606201,25.0,3246.8856182061136,110
103,0.9902089456463828,3.6243398558009754,-1.0999169306321577,25.0,4.009888648986816,2.699855327606201,25.0,3240.932130833622,110
104,0.9905792348299638,3.626433738795194,-1.0999202381480824,25.0,4.0106987953186035,2.699693441390991,25.0,3242.135907040909,110
105,0.9962237573545171,3.6323105666014524,-1.0999396362820186,25.0,4.015557765960693,2.699855327606201,25.0,3260.5444067416247,111
106,0.9979642028172315,3.636600638295079,-1.0999363585635349,25.0,4.018635272979736,2.699531316757202,25.0,3266.247976768296,111
107,0.9986312492795845,3.640918456756317,-1.099919971045073,25.0,4.021389007568359,2.699693441390991,25.0,3268.483823926421,111
108,0.9875038504869104,3.6214508728547528,-1.0999285080216148,25.0,4.0106987953186035,2.699855327606201,25.0,3232.0417100011837,110
109,0.9869320603678463,3.628659132423751,-1.0998921416221408,25.0,4.008755207061768,2.699855327606201,25.0,3230.276145906886,109
110,0.985002044657026,3.625403332054068,-1.0999221801757812,25.0,4.0079450607299805,2.699693441390991,25.0,3223.8699151286855,109
111,0.9855352500084916,3.627794281058355,-1.0999205134330539,25.0,4.0090789794921875,2.699531316757202,25.0,3225.619918635348,109
