cycle,capacity,voltage,current,temperature,max_voltage,min_voltage,max_temperature,discharge_duration_s,num_points
1,1.0803747904269763,3.7326561816067874,-0.5501671401027856,25.0,4.105137825012207,2.6995368003845215,25.0,7069.43510947866,239
2,1.082319454935046,3.7385455052057903,-0.5501731634140015,25.0,4.10789155960083,2.6996986865997314,25.0,7082.043450823399,240
3,0.9658944233363447,3.7110047674624718,-0.5501773677696692,25.0,4.020902156829834,2.6993746757507324,25.0,6320.181210136056,214
4,1.0775727718064996,3.7361230750043855,-0.5501149454537559,25.0,4.106919765472412,2.6996986865997314,25.0,7051.717844885505,238
5,1.07611244179875,3.733721777170646,-0.5501882849621171,25.0,4.104489803314209,2.6998608112335205,25.0,7041.232899288225,238
6,1.0754132084757102,3.73409273143576,-0.550195845736175,25.0,4.104814052581787,2.6996986865997314,25.0,7036.561190965513,238
7,1.0733926299786578,3.728385587700275,-0.5502003822006097,25.0,4.102546215057373,2.6996986865997314,25.0,7023.292538602909,238
8,1.0770505158785655,3.737487457786145,-0.5502190911620232,25.0,4.108215808868408,2.6996986865997314,25.0,7046.995797072683,239
9,1.0756374919046345,3.7390062618656317,-0.550223820600189,25.0,4.109187602996826,2.6998608112335205,25.0,7037.662539530953,238
10,1.0705981596198373,3.7298402786254883,-0.5502020155830223,25.0,4.101898193359375,2.6998608112335205,25.0,7004.963471220894,237
11,1.0703031433591914,3.7300836084261224,-0.5501837931604828,25.0,4.103194236755371,2.6998608112335205,25.0,7003.292458300537,237
12,1.0686389016150724,3.7312564799341104,-0.5501868881411471,25.0,4.101412296295166,2.6995368003845215,25.0,6992.354596645135,236
13,1.0715207856563271,3.736861268176308,-0.5502255528788024,25.0,4.104489803314209,2.6998608112335205,25.0,7010.723917626281,237
14,1.0727921401230436,3.736852714995376,-0.5502215523679718,25.0,4.107405662536621,2.6998608112335205,25.0,7019.087975762202,238
15,1.0676076001493713,3.7304828975160245,-0.5501746883836843,25.0,4.102707862854004,2.6996986865997314,25.0,6985.760975291807,236
16,1.0673225636491825,3.7312674613322243,-0.5502013753531343,25.0,4.101898193359375,2.6996986865997314,25.0,6983.574355657765,236
17,1.0673449109897257,3.732479650085255,-0.5501876506259886,25.0,4.102869987487793,2.6995368003845215,25.0,6983.873902196996,236
18,1.0676602876981875,3.7332683306629373,-0.5501739258988428,25.0,4.102869987487793,2.6995368003845215,25.0,6986.108280223387,236
19,1.070859011435556,3.7398564091211632,-0.5502035341182339,25.0,4.10756778717041,2.6998608112335205,25.0,7006.651947021193,237
20,1.0681394452864887,3.736084651138823,-0.5501945129895615,25.0,4.108053684234619,2.6998608112335205,25.0,6989.001758094237,236
21,1.064413584524147,3.7269060510700034,-0.5501678260201115,25.0,4.101088047027588,2.6998608112335205,25.0,6964.94900713244,236
22,1.0638041205994608,3.731075166134124,-0.550167803307797,25.0,4.101088047027588,2.6998608112335205,25.0,6960.964238251268,235
23,1.0566759840233506,3.7242956385653243,-0.5501516313634367,25.0,4.096714496612549,2.6998608112335205,25.0,6914.51769222907,234
24,1.0579342457392549,3.7273942680440397,-0.550189312451925,25.0,4.095904350280762,2.6996986865997314,25.0,6922.285697265994,234
25,1.062506257506497,3.73612242150814,-0.5502160442636368,25.0,4.10400390625,2.6993746757507324,25.0,6951.857596816029,235
26,1.0604156285362314,3.727339715146004,-0.5501517229891838,25.0,4.105299949645996,2.6998608112335205,25.0,6938.989731151902,235
27,1.0563010672328679,3.722134373126886,-0.5501424033417661,25.0,4.096228122711182,2.6998608112335205,25.0,6912.189799697953,234
28,0.9207907723651845,3.6873838013293696,-0.5501193559052897,25.0,3.99611759185791,2.6996986865997314,25.0,6025.6919331387035,204
29,1.0529932017633932,3.723227750589919,-0.5501600342758736,25.0,4.095742225646973,2.6996986865997314,25.0,6890.312041161989,233
30,1.0531478322693988,3.7234078159659716,-0.5501098346300903,25.0,4.097200393676758,2.6998608112335205,25.0,6891.951856577187,233
31,1.0552869647602476,3.7249484622580376,-0.5501508623616308,25.0,4.097362518310547,2.6996986865997314,25.0,6905.422711066436,234
32,1.0597349615095786,3.7342743254722435,-0.5501609117426771,25.0,4.104489803314209,2.6996986865997314,25.0,6934.416102949996,235
33,1.0576028979447916,3.7307683932475553,-0.5501300993128719,25.0,4.106109619140625,2.6998608112335205,25.0,6920.848992090148,234
34,1.0531710013160671,3.7240717697552856,-0.5501206468614898,25.0,4.09687614440918,2.6996986865997314,25.0,6891.981806697091,233
35,1.0529794278524196,3.7244041037661835,-0.5501268252794324,25.0,4.097200393676758,2.6998608112335205,25.0,6890.638411322376,233
36,1.052306486094034,3.7230796629778817,-0.5501160130480328,25.0,4.097524166107178,2.6996986865997314,25.0,6886.3723006268265,233
37,1.055637432365713,3.7291214669871535,-0.550129330311066,25.0,4.100602149963379,2.6998608112335205,25.0,6908.006269724807,234
38,1.0571501879203908,3.7335464770977316,-0.5501577833778838,25.0,4.102869987487793,2.6998608112335205,25.0,6917.555870567448,234
39,1.050950518239408,3.7243780411522964,-0.5501002540876125,25.0,4.097038269042969,2.6998608112335205,25.0,6877.683514442178,232
40,1.0510101884055345,3.721682924057793,-0.5500905270740198,25.0,4.097686290740967,2.6995368003845215,25.0,6878.199676331948,233
41,1.0507578770054862,3.72553642042752,-0.550067677580077,25.0,4.097362518310547,2.6998608112335205,25.0,6876.84125190624,232
42,1.051040780193211,3.722564492614484,-0.5501221914659754,25.0,4.095904350280762,2.6998608112335205,25.0,6878.015277339029,233
43,1.0544665682600263,3.7337453856488665,-0.5501198745592469,25.0,4.102059841156006,2.6998608112335205,25.0,6900.460783150396,233
44,1.0553028054132325,3.7316261051047563,-0.5501424033417661,25.0,4.103841781616211,2.6996986865997314,25.0,6905.664009241387,234
45,1.0555132609140838,3.7328188979727592,-0.5501493243580191,25.0,4.104166030883789,2.6998608112335205,25.0,6906.948522759136,234
46,1.0560563126407976,3.734703260609227,-0.5501600903833014,25.0,4.104651927947998,2.6996986865997314,25.0,6910.356222871342,234
47,1.0565004364067507,3.7364124874783378,-0.5501447103471837,25.0,4.105623722076416,2.6996986865997314,25.0,6913.452119122958,234
48,1.0566130826170665,3.7366942269170385,-0.5501516313634367,25.0,4.106109619140625,2.6998608112335205,25.0,6914.1087165958015,234
49,1.0567975743147344,3.7373588115741043,-0.5501647043941368,25.0,4.106271743774414,2.6996986865997314,25.0,6915.156843830715,234
50,1.0564334916006648,3.7369122973874083,-0.5501693184049721,25.0,4.106109619140625,2.6995368003845215,25.0,6912.719130077632,234
51,1.0570424091675927,3.738863117674477,-0.5501524003652426,25.0,4.107081890106201,2.6996986865997314,25.0,6916.906755052973,234
52,1.05664070519417,3.7381348558980174,-0.5501539383688544,25.0,4.106919765472412,2.6996986865997314,25.0,6914.283818032127,234
53,1.057225148873918,3.7397021635984764,-0.5501716254103897,25.0,4.10724401473999,2.6998608112335205,25.0,6917.8485640451545,234
54,1.057397779416735,3.740455345210866,-0.5501716254103897,25.0,4.107729911804199,2.6996986865997314,25.0,6919.006206186372,234
55,1.0537393232664685,3.73448373319765,-0.5501507666489597,25.0,4.10789155960083,2.6998608112335205,25.0,6895.30492914014,233
56,1.0485581320087052,3.7265621310678023,-0.5501219717593029,25.0,4.099306106567383,2.6998608112335205,25.0,6861.751420388115,232
57,1.0484859718343753,3.727386759272937,-0.550098702825349,25.0,4.10011625289917,2.6996986865997314,25.0,6861.59646698134,232
58,1.0470043739561832,3.7236295249955407,-0.550102580981008,25.0,4.098820209503174,2.6998608112335205,25.0,6851.844708433375,232
59,1.0514140405451595,3.7323257114754216,-0.5501499943467169,25.0,4.102546215057373,2.6996986865997314,25.0,6880.107340804534,233
60,1.052675786133427,3.735894383279039,-0.5501523112534453,25.0,4.104814052581787,2.6998608112335205,25.0,6888.3426841128385,233
61,1.0464507013508613,3.722999713544188,-0.550102580981008,25.0,4.099792003631592,2.6996986865997314,25.0,6848.220183717785,232
62,1.0455952994121978,3.726571936628003,-0.5501162972285117,25.0,4.098010063171387,2.6998608112335205,25.0,6842.4554004090605,231
63,1.0452429202545588,3.7263131802216236,-0.5501318770053583,25.0,4.097848415374756,2.6998608112335205,25.0,6839.955924164853,231
64,1.0448632232898214,3.7252774217944125,-0.5501186341950388,25.0,4.096390247344971,2.6998608112335205,25.0,6837.627561563859,231
65,1.0486535885250525,3.73262983046729,-0.5501336062262798,25.0,4.102221965789795,2.6998608112335205,25.0,6862.260918964981,232
66,1.0462590441434778,3.7305354783029268,-0.5501326559942006,25.0,4.103194236755371,2.6998608112335205,25.0,6846.598841303261,231
67,1.0418579525862748,3.724259723787722,-0.5501191794872284,25.0,4.095742225646973,2.6995368003845215,25.0,6817.968962054001,230
68,1.041240897152029,3.7228912488273953,-0.550109008602474,25.0,4.095580577850342,2.6998608112335205,25.0,6814.031907088589,230
69,1.0402951726767413,3.720999462708183,-0.550087884457215,25.0,4.095418453216553,2.6998608112335205,25.0,6808.125330029521,230
70,1.0444063796666496,3.7292872259627172,-0.5501295400388313,25.0,4.099143981933594,2.6996986865997314,25.0,6834.507713892963,231
71,1.046011159877219,3.729507999173526,-0.5501320549640162,25.0,4.101573944091797,2.6996986865997314,25.0,6844.964004273992,232
72,1.0400208962759416,3.7218256400979084,-0.5500933610874673,25.0,4.096714496612549,2.6996986865997314,25.0,6806.266227368731,230
73,1.0396332714025407,3.722102423336195,-0.550092578711717,25.0,4.095742225646973,2.6998608112335205,25.0,6803.72065426968,230
74,1.0391277816720732,3.721730539073115,-0.550087884457215,25.0,4.096228122711182,2.6996986865997314,25.0,6800.4697934773285,230
75,1.0392725134137817,3.721223445560621,-0.550080843075462,25.0,4.095418453216553,2.6996986865997314,25.0,6801.532704420621,230
76,1.0429173929755877,3.728847548043057,-0.550128761049989,25.0,4.10011625289917,2.6995368003845215,25.0,6824.774503790308,231
77,1.0410533523670056,3.729043393549712,-0.5501262208689814,25.0,4.101573944091797,2.6998608112335205,25.0,6812.5993361759465,230
78,1.0364084062285235,3.7208605676759277,-0.5500859404755472,25.0,4.093960285186768,2.6995368003845215,25.0,6782.718666678527,229
79,1.0464713071921303,3.719646070537896,-0.5501142154479849,25.0,4.093798637390137,2.6998608112335205,25.0,6848.221536545083,232
80,1.0492379323615326,3.729186116621412,-0.5501305037017526,25.0,4.099630355834961,2.6998608112335205,25.0,6866.085450107697,232
81,1.0491277193057518,3.730734112961539,-0.5501312793328844,25.0,4.101573944091797,2.6996986865997314,25.0,6865.399536385667,232
82,1.0488167203380536,3.7313290145890465,-0.5501312793328844,25.0,4.101736068725586,2.6996986865997314,25.0,6863.353617013665,232
83,1.0493151712830442,3.7338308013718704,-0.5501413625375978,25.0,4.102707862854004,2.6998608112335205,25.0,6866.479736942565,232
84,1.0488474709004088,3.733976046586859,-0.5501460163243885,25.0,4.103194236755371,2.6998608112335205,25.0,6863.356286021648,232
85,1.0485647508633575,3.7337393380444626,-0.550144465062125,25.0,4.103841781616211,2.6996986865997314,25.0,6861.544629531447,232
86,1.048038219739003,3.7333825508068346,-0.5501398112753342,25.0,4.10368013381958,2.6996986865997314,25.0,6858.138867613627,232
87,1.047777149395861,3.7334851776731424,-0.5501638558404199,25.0,4.10368013381958,2.6995368003845215,25.0,6856.123657755787,232
